rainfall_24h,rainfall_forecast_24h,temperature,wind_speed,humidity,slope,road_type,month,historical_blockages,risk_level
60.4,64.0,23.6,13.3,86.1,30,1,8,0,2
45.4,21.8,19.1,8.5,93.1,18,0,6,18,2
9.3,4.9,31.5,4.9,87.3,30,1,10,7,1
10.8,13.3,24.2,56.1,94.3,30,1,9,0,1
3.1,6.0,17.4,6.8,37.4,25,1,3,3,0
74.2,102.9,20.8,13.8,86.2,10,0,9,4,2
53.0,71.1,23.1,25.1,83.3,38,1,6,5,2
1.5,0.0,22.8,3.7,53.9,35,1,4,15,1
35.4,37.5,18.1,2.0,83.6,12,1,5,0,1
73.3,46.1,24.5,10.3,84.7,8,0,9,7,2
50.7,60.9,19.0,22.2,76.4,8,0,9,6,1
53.8,78.0,12.7,5.1,94.2,15,0,7,8,2
32.7,36.0,30.5,31.2,76.2,30,1,6,3,1
7.5,6.1,27.4,12.5,99.7,18,0,6,1,0
28.3,35.4,14.7,5.3,100.0,25,1,6,15,2
0.7,0.0,19.4,2.4,41.0,15,1,12,3,0
8.2,6.3,16.0,15.8,54.8,15,1,3,8,0
19.2,12.8,24.1,13.7,78.3,25,1,9,11,1
67.8,36.9,22.7,21.6,97.5,35,1,6,8,2
28.5,19.3,29.2,22.8,84.0,25,1,6,12,1
25.1,28.5,27.3,7.4,79.9,38,1,7,12,2
6.2,12.1,12.3,2.6,54.0,28,1,2,8,0
1.7,2.7,19.4,9.7,71.6,10,0,1,5,0
15.1,21.2,23.5,11.0,79.6,10,0,9,14,0
20.9,16.4,22.5,40.7,79.9,28,1,7,13,1
15.6,10.6,12.7,10.4,66.1,12,0,10,10,0
20.0,10.5,24.0,13.0,100.0,8,0,9,0,0
66.0,44.4,16.9,28.7,93.3,25,1,8,3,2
8.6,7.8,16.4,7.4,68.2,22,1,4,9,0
96.6,76.6,22.2,70.0,86.7,30,1,8,6,2
139.9,120.0,16.5,29.9,92.5,22,1,8,3,2
9.9,1.3,14.2,11.8,54.4,18,0,1,2,0
1.1,6.3,14.5,8.9,59.1,35,1,3,0,0
15.7,12.3,30.2,9.7,92.2,15,1,9,3,1
5.9,8.1,10.6,14.9,63.3,8,0,3,3,1
7.5,12.2,18.3,12.8,47.9,10,0,12,11,1
11.0,13.7,23.5,4.1,56.0,22,1,11,0,1
36.9,52.1,19.1,16.9,90.7,22,1,9,6,2
78.7,67.0,12.5,11.3,82.7,35,1,10,17,2
43.1,48.2,18.7,15.9,78.0,30,1,9,16,2
4.9,13.9,16.3,5.9,54.7,15,0,11,14,0
4.4,3.7,18.1,10.3,69.1,22,1,11,4,0
41.6,26.2,6.4,2.4,77.2,22,1,10,11,1
52.2,56.7,25.8,14.9,94.4,25,1,7,9,2
3.7,5.8,9.7,11.2,48.7,12,0,3,2,0
26.6,19.7,13.7,10.1,93.6,15,0,8,0,1
3.8,10.3,22.9,3.6,79.3,8,0,5,17,0
32.2,26.8,22.0,15.6,89.2,32,1,7,4,2
37.1,57.5,19.0,28.6,88.9,28,1,9,9,2
1.9,4.6,17.2,3.0,63.1,12,1,11,14,0
6.1,5.9,15.7,4.0,84.6,12,0,10,9,0
23.9,39.0,19.4,8.9,85.3,22,1,9,7,1
27.2,26.9,18.5,20.1,91.9,32,1,7,0,1
15.9,18.8,26.3,21.7,92.9,35,1,6,8,1
39.9,45.3,24.1,38.6,92.9,15,0,7,8,1
5.1,13.4,19.0,19.8,84.9,15,0,9,1,0
23.3,24.0,22.1,21.6,76.8,32,1,6,15,2
3.3,8.0,20.4,13.2,61.2,30,1,1,5,0
21.4,19.6,22.6,25.9,95.9,28,1,7,8,1
31.6,46.1,22.6,44.2,94.1,30,1,6,4,2
78.8,63.6,24.3,19.4,81.2,25,1,6,12,2
20.5,25.2,16.1,4.7,74.4,18,0,5,1,0
32.2,30.8,20.1,43.6,91.6,10,0,7,7,1
49.3,32.5,21.8,8.7,86.0,12,0,6,2,1
58.0,32.7,17.5,9.8,77.6,10,0,8,14,2
8.7,7.1,16.5,48.1,30.5,15,1,3,3,1
23.3,18.2,20.7,21.0,87.5,10,0,6,11,1
4.3,6.9,9.4,15.5,58.5,22,1,4,12,0
5.5,13.5,12.0,5.9,70.4,35,1,4,6,0
1.0,1.5,17.8,22.7,71.5,25,1,3,5,0
15.9,22.8,23.1,10.2,76.0,22,1,8,4,1
146.8,120.0,29.6,9.9,100.0,22,1,6,1,2
11.8,8.6,27.3,18.9,50.7,22,1,4,3,0
22.8,16.2,21.8,24.4,80.3,38,1,7,0,2
7.6,9.5,11.4,22.7,93.0,25,1,10,11,1
1.2,0.0,16.2,21.4,65.4,22,1,1,3,0
55.0,74.2,23.6,9.3,100.0,22,1,8,7,2
7.8,0.6,18.5,10.1,93.5,32,1,7,4,1
40.1,44.5,26.0,70.0,73.8,15,1,9,4,1
54.7,60.8,28.4,7.0,94.3,35,1,7,6,2
11.3,7.5,20.0,2.7,61.9,15,0,5,5,0
98.8,79.7,19.0,70.0,92.8,18,0,7,2,2
16.7,14.5,21.9,3.4,43.4,8,1,1,6,0
0.3,8.2,18.2,9.0,55.8,8,0,4,12,0
0.2,1.5,20.6,4.3,67.2,25,1,4,12,0
17.7,25.5,25.4,7.6,80.6,12,0,7,7,1
11.1,20.1,16.5,4.9,80.6,30,1,1,17,1
20.4,21.7,22.0,16.6,73.3,18,0,7,18,1
21.7,19.9,21.8,8.9,90.7,18,1,8,10,1
4.3,1.3,24.8,12.7,63.7,35,1,2,10,0
86.6,111.8,18.3,12.3,87.1,12,1,6,11,2
23.0,17.8,23.7,21.3,81.0,38,1,10,11,1
1.1,3.3,15.1,8.4,60.0,35,1,1,11,1
14.5,11.9,18.4,4.7,84.9,25,1,5,4,0
15.3,24.7,9.2,29.2,65.3,30,1,3,4,2
41.7,24.1,29.7,9.8,89.9,30,1,7,4,2
13.6,10.5,14.4,2.4,71.4,32,1,5,1,0
16.7,8.1,18.6,8.2,69.9,18,1,5,11,1
1.6,0.0,9.6,13.8,75.4,15,0,3,3,0
2.7,6.0,21.3,50.9,59.8,22,1,2,13,1
1.9,0.0,16.7,22.9,70.2,8,0,2,11,0
35.8,51.6,12.5,5.7,71.6,18,0,5,12,1
2.9,5.2,16.6,24.7,57.5,8,0,2,3,0
8.5,4.4,12.8,13.3,71.8,32,1,3,4,0
3.6,7.5,15.9,23.9,44.2,22,1,4,11,0
1.4,6.2,18.8,7.6,57.8,8,0,3,10,0
18.9,11.2,25.5,5.4,81.6,28,1,5,3,0
11.2,8.2,18.7,4.4,84.2,8,0,10,17,0
43.1,34.7,24.7,26.1,89.3,35,1,8,2,2
5.6,8.0,19.7,70.0,60.5,12,0,5,9,0
15.3,5.8,18.7,31.8,86.1,15,0,6,8,1
11.5,6.1,11.4,4.6,94.1,35,1,10,15,1
25.0,27.4,18.1,2.9,74.1,18,0,5,10,0
27.9,38.3,20.6,69.8,77.0,25,1,8,5,1
105.2,79.4,18.2,10.7,96.6,18,0,7,18,2
25.4,29.2,21.7,17.3,93.3,30,1,9,8,1
36.9,39.7,18.1,66.0,75.6,10,0,7,0,1
14.5,11.3,23.1,6.7,93.2,12,0,6,12,0
20.8,32.4,23.3,20.5,92.3,28,1,7,7,1
17.4,26.1,19.4,2.3,81.4,15,1,10,1,0
29.3,32.0,19.7,28.0,77.3,15,1,7,2,1
0.6,0.0,12.8,11.7,70.2,8,0,4,9,0
62.8,50.0,19.7,9.3,73.4,25,1,6,15,2
70.7,68.9,24.7,10.1,81.5,38,1,7,1,2
77.3,96.7,26.4,38.6,99.3,8,1,7,13,2
77.9,60.3,20.7,28.5,89.9,30,1,9,13,2
20.2,13.0,21.1,10.7,86.3,30,1,10,14,1
1.1,0.0,14.3,14.8,79.4,22,1,4,8,0
55.8,45.5,24.5,29.7,83.6,25,1,9,3,2
0.2,0.8,12.5,6.4,85.6,28,1,2,9,0
93.7,42.2,19.7,49.3,95.3,12,1,9,1,2
1.3,0.0,14.1,12.1,67.8,25,1,12,5,0
63.1,94.2,23.1,23.0,72.9,12,0,9,14,2
43.4,24.9,31.3,45.9,93.5,18,1,7,15,2
32.0,34.7,28.8,28.8,78.2,8,0,6,1,1
64.0,33.9,22.0,12.7,92.4,22,1,7,12,2
23.3,27.7,14.3,10.5,74.0,38,1,5,0,1
57.3,40.3,22.5,8.4,74.0,18,0,6,5,1
34.2,13.9,20.6,12.8,94.3,32,1,7,11,2
23.1,36.0,19.6,14.5,80.7,22,1,8,2,1
15.7,24.1,24.5,9.2,71.5,32,1,5,10,1
137.5,120.0,19.7,70.0,91.5,10,1,6,11,2
48.0,66.9,22.9,52.3,100.0,25,1,6,14,2
6.9,0.0,13.6,20.2,71.0,12,0,10,10,0
11.7,0.0,10.2,29.6,62.0,8,0,5,9,0
2.2,2.7,18.3,24.1,70.6,10,0,11,0,0
88.5,105.1,23.2,15.9,82.2,28,1,8,4,2
31.6,35.3,19.0,27.1,89.9,15,1,7,7,1
8.5,14.5,24.8,11.2,93.2,32,1,8,11,1
32.5,33.8,26.5,29.0,100.0,18,0,8,3,1
20.0,23.1,24.3,21.5,89.7,30,1,6,18,2
25.5,34.9,22.6,21.4,72.4,8,1,7,4,1
20.4,9.1,21.7,6.9,93.6,28,1,9,15,1
140.6,120.0,15.1,11.0,87.0,15,0,8,9,2
31.1,27.7,23.1,29.9,76.3,8,0,7,13,1
95.3,103.5,21.2,9.3,85.7,25,1,6,17,2
14.5,13.3,17.6,48.5,85.8,30,1,6,7,1
84.9,103.2,22.0,5.1,75.5,25,1,7,4,2
30.3,34.8,17.6,9.0,88.6,10,0,7,7,1
25.2,18.7,26.3,34.2,90.5,32,1,9,5,2
12.3,15.2,23.6,5.9,55.9,10,0,11,0,0
30.9,57.5,26.5,37.6,67.3,25,1,9,10,2
61.4,59.2,23.4,5.6,84.5,38,1,8,13,2
4.7,0.0,20.7,6.6,78.2,22,1,11,7,0
15.2,18.0,20.3,12.6,86.8,25,1,7,13,1
25.6,17.0,31.3,25.4,82.0,15,1,8,2,1
4.0,0.0,10.2,19.5,44.7,12,0,2,9,0
47.8,34.7,22.3,5.4,92.7,28,1,6,11,2
2.7,10.1,17.1,11.6,51.5,12,0,2,9,0
74.1,85.2,23.7,38.0,88.0,15,1,9,12,2
1.9,10.8,23.9,2.8,46.4,18,0,4,12,0
39.2,32.9,14.4,9.7,100.0,10,1,6,9,1
8.9,12.3,15.7,23.6,49.8,22,1,1,6,0
3.2,0.0,22.1,10.3,68.1,28,1,3,3,0
150.0,120.0,22.9,10.0,77.6,30,1,7,15,2
10.4,1.7,16.0,7.5,68.5,22,1,4,12,0
29.2,24.1,19.8,6.6,81.7,8,0,7,5,0
7.9,9.0,25.1,13.9,74.6,30,1,4,2,0
37.4,61.0,29.5,56.7,100.0,35,1,7,3,2
5.5,13.4,24.8,9.2,90.2,25,1,8,16,1
33.6,22.7,27.3,17.6,76.2,30,1,5,7,1
35.8,49.4,14.2,5.2,80.1,22,1,8,3,1
23.6,37.1,19.0,16.5,92.3,38,1,7,9,2
38.1,52.8,19.8,11.4,88.1,32,1,7,6,2
94.1,120.0,25.4,14.4,79.4,8,0,6,8,2
12.8,6.4,17.3,4.0,72.6,28,1,5,6,0
8.9,10.1,7.9,6.5,50.0,35,1,2,5,0
56.9,63.0,21.8,10.5,87.0,15,0,9,8,2
57.0,76.2,22.1,13.0,74.6,10,0,8,18,2
14.6,17.0,25.6,62.0,100.0,12,0,7,0,1
9.7,6.5,18.8,8.6,90.0,25,1,7,10,1
10.8,12.2,20.8,12.2,83.9,38,1,9,13,1
0.4,0.6,23.0,11.1,42.5,32,1,2,4,0
40.2,19.7,16.2,6.6,94.1,8,1,9,13,1
38.6,45.0,26.6,13.4,100.0,10,0,7,6,1
24.4,22.0,21.3,7.2,93.4,12,0,9,17,1
0.3,0.0,13.5,4.5,60.8,35,1,2,8,0
6.2,6.7,10.0,2.5,70.0,28,1,5,8,0
11.7,20.2,27.6,7.8,85.5,35,1,8,15,1
7.8,10.5,23.2,18.0,84.3,15,0,1,11,1
15.4,8.1,24.5,13.2,84.3,25,1,9,3,0
3.2,10.6,17.6,11.9,57.1,25,1,2,7,0
116.6,101.5,24.7,28.7,93.3,32,1,7,11,2
30.2,28.3,20.8,7.0,87.0,15,0,7,2,1
51.9,55.9,28.1,16.6,94.3,15,0,9,5,2
59.9,38.0,17.8,22.1,89.2,30,1,6,5,2
5.1,2.1,5.0,3.9,51.3,22,1,1,6,0
11.8,12.0,19.9,4.5,86.0,35,1,5,14,2
5.0,6.4,18.6,23.7,59.2,32,1,10,17,1
46.7,20.4,25.9,5.9,85.3,38,1,7,6,2
0.5,0.0,24.0,9.1,45.9,12,0,3,1,0
22.3,21.4,21.5,15.1,90.6,38,1,7,4,2
65.9,73.8,22.5,21.5,96.9,22,1,8,2,2
7.7,2.9,25.7,3.9,72.2,15,0,12,5,0
17.5,27.5,26.5,22.7,82.8,15,1,7,9,0
28.8,20.6,20.1,36.8,73.8,35,1,9,9,1
3.0,6.7,25.5,12.7,49.3,10,1,1,2,0
15.8,30.6,20.4,15.0,59.7,15,0,12,14,1
7.5,12.6,26.4,4.5,65.1,22,1,3,4,0
4.8,12.4,27.1,25.4,77.9,15,0,4,11,0
39.4,41.1,6.6,6.9,67.4,30,1,5,10,1
16.2,34.6,15.8,6.5,77.0,28,1,5,9,1
8.2,12.2,20.0,6.4,72.8,25,1,2,9,0
25.0,20.9,23.9,5.5,73.5,38,1,9,2,0
18.0,19.1,17.1,4.0,72.6,30,1,5,12,1
10.8,14.7,17.0,11.4,66.6,38,1,11,14,1
19.9,5.8,18.6,5.6,56.9,28,1,11,16,1
108.6,66.9,19.1,32.0,91.5,18,0,7,15,2
4.0,8.3,15.2,14.5,72.1,22,1,2,8,0
72.7,48.5,9.6,16.7,90.2,35,1,7,7,2
10.1,12.3,24.3,2.2,30.4,22,1,3,5,0
49.9,33.6,25.8,12.9,91.2,15,1,9,15,2
21.6,26.8,18.7,70.0,80.0,25,1,7,6,1
0.4,0.0,19.1,10.3,55.1,12,0,3,2,0
19.8,27.4,25.8,8.1,82.7,12,0,8,3,0
4.5,5.6,16.7,8.3,69.6,15,0,2,4,0
16.6,18.3,14.4,2.4,58.0,28,1,1,16,1
16.6,12.2,24.1,19.8,94.4,18,0,9,7,1
4.9,0.0,16.6,35.3,45.9,35,1,1,6,0
0.2,0.0,24.6,3.6,80.6,18,0,3,11,0
55.4,71.0,18.9,6.7,80.8,12,1,7,6,2
1.1,7.7,9.9,7.5,56.5,25,1,4,4,0
23.2,32.4,22.8,18.4,99.2,38,1,8,9,2
24.0,32.1,23.8,11.9,100.0,12,0,7,12,1
100.7,120.0,23.2,10.7,88.9,15,1,9,16,2
31.5,45.0,26.6,5.9,85.7,38,1,8,9,2
0.5,10.9,10.2,6.2,73.2,35,1,12,8,0
13.9,10.5,26.4,6.1,95.1,15,0,6,16,1
66.3,30.7,17.6,25.2,89.3,12,0,6,13,2
9.0,14.3,19.6,8.7,53.0,22,1,3,0,0
2.3,1.4,10.0,48.8,45.0,28,1,4,7,0
2.5,0.3,21.4,11.4,84.6,25,1,8,7,1
37.6,25.3,24.0,8.8,87.1,15,0,7,0,1
0.8,0.0,26.0,43.8,73.7,12,1,2,17,0
54.2,57.0,22.4,22.7,82.5,35,1,8,8,2
10.8,0.4,17.2,2.3,60.9,15,1,2,6,1
34.8,30.7,14.6,6.4,74.7,30,1,5,3,1
40.5,55.1,23.9,9.5,72.6,38,1,7,6,2
54.2,55.9,14.6,47.3,89.9,30,1,9,13,2
5.7,6.7,20.6,3.6,79.4,25,1,2,7,0
22.1,32.5,22.4,61.2,75.4,28,1,5,6,1
7.4,7.0,8.6,10.1,76.8,8,0,5,9,0
70.9,51.3,11.7,20.4,90.8,35,1,7,16,2
24.7,29.1,21.1,17.9,86.7,25,1,6,11,1
1.8,0.0,18.7,9.9,55.3,10,0,3,18,0
65.8,62.9,35.4,50.7,85.9,35,1,7,3,2
141.1,120.0,23.7,35.7,88.6,12,1,7,14,2
33.2,39.3,19.8,8.9,91.8,22,1,8,13,2
6.3,12.1,14.2,7.4,64.3,30,1,10,7,0
27.5,16.8,22.9,15.3,79.9,15,0,7,9,0
47.3,58.8,23.2,52.3,96.8,30,1,9,9,2
32.9,45.1,17.8,18.9,100.0,22,1,8,3,1
73.9,87.6,18.8,35.1,99.9,8,0,8,9,2
20.1,6.9,19.7,16.6,96.6,22,1,8,4,1
23.2,26.6,18.2,7.7,82.6,18,0,8,8,1
23.6,35.3,30.6,24.9,89.8,10,1,6,14,1
9.5,4.0,18.4,17.5,71.1,8,0,2,2,0
0.5,0.9,15.5,60.7,55.6,18,0,2,11,0
6.9,10.2,16.0,13.2,91.6,22,1,4,9,0
50.0,49.1,18.0,26.3,73.0,30,1,8,0,2
23.4,8.3,17.8,15.4,75.1,28,1,7,6,1
12.9,8.2,18.8,63.1,87.6,15,0,8,11,1
23.2,39.6,14.8,11.0,90.4,10,1,7,14,1
20.5,33.6,19.8,8.3,56.3,18,0,10,17,1
0.0,0.1,9.5,18.1,47.5,38,1,4,11,1
68.0,108.5,22.2,5.9,81.1,38,1,6,0,2
1.8,0.0,23.5,8.4,70.3,38,1,11,3,0
32.2,16.1,21.0,40.8,87.7,18,0,9,3,1
3.0,7.4,18.7,14.8,62.6,15,1,3,17,0
4.6,0.5,13.8,8.6,66.4,22,1,1,6,0
7.1,7.8,21.6,10.7,59.6,28,1,3,16,1
15.4,12.2,20.5,18.2,79.7,28,1,7,2,1
4.4,4.2,20.7,66.9,66.0,15,0,3,6,0
32.3,21.8,22.9,42.0,84.0,10,0,8,15,1
32.3,42.7,21.3,12.8,97.5,28,1,8,17,2
15.9,16.7,13.4,17.6,62.4,22,1,5,16,1
55.8,60.9,18.1,9.1,85.3,30,1,8,2,2
11.0,17.3,28.3,27.6,93.4,22,1,6,9,1
10.7,8.7,30.8,22.3,95.8,22,1,9,7,1
39.0,53.7,20.4,13.7,74.8,28,1,7,0,1
11.1,17.2,22.6,10.2,82.4,18,1,9,3,0
101.8,107.9,24.1,11.9,90.7,12,0,7,4,2
1.9,8.2,29.8,6.1,51.1,22,1,11,4,0
150.0,120.0,15.9,15.4,84.1,22,1,6,1,2
28.2,20.0,18.4,33.7,79.0,12,0,8,3,0
20.8,21.8,20.0,4.8,85.7,25,1,5,3,1
22.2,21.9,19.1,24.8,89.5,22,1,8,12,1
16.6,16.8,27.5,14.4,79.7,22,1,5,0,0
3.1,0.0,18.0,18.5,75.7,15,0,1,5,0
4.1,4.5,19.3,3.8,80.4,15,1,2,15,1
18.7,26.3,14.4,11.6,58.8,15,1,1,13,1
48.1,10.7,31.0,30.9,85.1,22,1,6,7,1
44.1,55.3,19.9,13.4,84.3,18,0,8,3,1
5.3,0.0,13.1,6.8,90.4,25,1,4,9,0
20.8,30.2,18.5,9.3,76.8,15,1,10,15,1
14.7,14.3,26.6,6.4,85.6,18,1,8,13,1
39.6,43.4,15.5,13.4,100.0,22,1,7,5,1
2.0,7.0,7.5,26.2,66.1,32,1,12,16,1
24.7,30.6,28.7,13.7,76.7,15,0,7,13,1
8.9,12.7,11.1,15.0,41.5,25,1,12,3,0
16.4,18.9,25.0,22.1,100.0,25,1,8,5,1
7.7,11.2,15.6,5.4,90.3,15,0,7,6,0
0.1,5.0,15.4,9.0,68.2,12,0,1,11,0
4.4,0.0,14.9,5.8,92.2,28,1,1,13,1
28.3,40.5,29.7,6.6,91.6,35,1,9,7,2
1.5,0.7,7.6,19.9,40.6,8,0,4,6,0
58.1,75.3,23.5,15.7,77.6,25,1,9,2,2
0.2,0.0,17.7,2.5,73.3,28,1,1,9,0
17.7,17.0,13.4,16.0,68.3,8,1,5,0,0
39.7,59.5,24.6,7.2,91.4,22,1,8,12,2
95.5,120.0,24.2,49.1,95.6,28,1,6,17,2
8.4,13.3,22.0,7.3,74.0,22,1,7,9,0
0.5,0.0,15.6,6.6,69.5,22,1,1,14,0
129.1,100.5,22.1,18.5,76.8,38,1,8,11,2
15.9,4.1,16.5,5.3,83.4,35,1,5,3,1
105.3,120.0,14.0,57.0,82.1,12,0,8,20,2
55.1,69.3,20.2,16.1,92.7,25,1,7,18,2
33.9,40.0,9.2,17.2,70.9,25,1,10,6,1
3.5,0.0,16.0,4.1,80.9,30,1,11,11,1
38.0,39.9,18.5,38.9,87.1,35,1,9,3,2
1.4,2.2,17.8,6.5,60.8,30,1,2,4,0
22.3,7.1,16.6,16.0,84.5,25,1,7,9,1
15.6,26.6,17.9,4.0,50.6,22,1,11,3,0
15.3,13.8,19.4,4.8,58.0,38,1,3,18,1
12.1,10.2,23.6,15.7,79.7,30,1,9,5,1
0.3,1.4,19.5,8.7,30.0,18,0,2,11,0
33.8,27.2,24.7,31.3,96.1,10,1,6,2,1
9.6,9.8,21.9,12.2,95.0,25,1,6,5,1
19.1,10.8,11.7,3.9,84.1,15,1,5,15,1
2.3,5.4,26.8,3.5,61.9,22,1,3,14,0
2.8,0.5,17.5,6.5,72.8,18,0,1,8,0
10.6,11.1,29.9,8.6,87.8,32,1,7,4,1
17.6,8.1,18.3,14.0,91.2,25,1,8,1,1
38.9,25.0,13.4,11.3,77.0,30,1,6,7,1
14.7,13.9,16.8,20.5,84.7,28,1,7,14,1
52.5,37.0,20.5,17.0,85.9,22,1,8,17,2
34.6,45.2,23.0,9.1,93.7,10,1,8,1,1
18.9,18.6,20.5,15.9,78.5,22,1,7,3,1
1.6,6.0,32.8,12.5,54.1,8,0,2,17,0
44.8,61.0,21.5,10.9,92.1,15,0,6,13,2
25.3,15.0,20.7,8.7,98.6,18,0,7,2,0
23.4,16.4,23.6,53.9,91.5,10,0,9,11,1
5.6,0.0,26.2,20.1,94.0,30,1,6,10,1
118.7,120.0,16.5,17.4,94.1,22,1,6,10,2
17.2,16.4,8.1,17.5,87.4,25,1,5,9,1
1.5,0.0,22.7,8.0,48.7,38,1,1,17,2
55.0,32.9,26.3,24.8,87.2,12,0,7,2,1
4.0,0.5,22.4,6.1,80.5,32,1,12,3,0
13.5,0.8,28.2,9.9,89.8,32,1,9,5,1
74.5,55.3,27.5,6.3,96.0,38,1,7,0,2
5.7,0.3,16.7,33.7,54.4,38,1,3,2,1
39.6,45.7,25.6,15.3,72.8,10,0,7,3,1
9.0,8.5,21.5,10.1,72.2,30,1,5,16,1
27.0,8.0,23.1,18.0,81.0,32,1,7,5,1
15.1,12.0,26.9,56.5,85.8,22,1,9,6,1
43.1,29.6,23.8,11.4,81.5,38,1,8,1,2
57.1,55.2,17.8,32.2,79.0,8,1,7,13,2
22.7,32.9,26.1,56.6,94.7,35,1,8,1,2
36.1,44.2,21.1,13.4,95.1,8,0,6,11,1
24.1,9.2,27.9,5.8,87.7,25,1,7,11,1
62.1,59.6,23.4,68.1,86.2,18,0,8,3,2
7.6,10.0,13.2,14.0,59.0,38,1,4,18,1
98.2,120.0,21.2,30.7,90.2,8,1,6,9,2
0.3,5.4,17.7,18.8,61.2,15,0,11,3,0
14.6,15.0,18.5,7.8,55.5,35,1,10,6,1
150.0,112.4,18.3,26.6,85.8,18,0,9,3,2
8.8,7.5,22.3,41.5,91.6,12,1,7,6,1
70.2,87.7,18.6,15.8,90.4,22,1,9,17,2
5.6,5.6,21.9,34.9,89.0,25,1,7,17,1
29.2,34.3,21.8,6.5,94.9,35,1,7,6,2
5.2,8.0,13.7,2.0,57.4,38,1,4,20,1
45.5,57.7,18.5,2.9,56.3,28,1,5,13,2
14.5,14.1,21.1,8.7,89.5,28,1,8,5,0
68.5,48.2,22.5,38.2,84.2,12,0,8,8,1
50.8,48.8,21.2,21.2,80.5,8,0,8,4,1
49.9,58.1,11.3,23.8,96.3,15,0,7,3,1
47.2,62.6,25.3,58.5,64.7,38,1,8,10,2
19.2,14.3,30.3,43.7,74.9,8,1,7,13,1
76.8,65.4,18.4,65.5,89.0,38,1,9,12,2
25.9,30.3,21.5,28.2,80.3,38,1,7,12,2
6.0,1.2,22.3,13.4,49.7,22,1,2,17,1
6.1,11.3,18.7,10.1,75.0,25,1,10,4,0
37.1,44.5,14.6,34.6,80.2,22,1,6,5,1
78.6,48.2,25.2,7.9,86.7,30,1,6,14,2
42.5,46.3,25.1,31.5,96.5,38,1,6,12,2
33.8,54.5,23.4,48.3,91.7,22,1,8,12,2
20.3,4.8,30.0,7.4,91.1,25,1,8,9,1
49.6,43.1,19.6,38.7,84.3,22,1,6,9,2
34.4,25.8,22.3,13.8,86.8,30,1,7,1,1
22.5,18.9,28.0,10.5,82.4,35,1,5,17,1
6.9,10.9,31.0,2.1,61.5,25,1,4,7,0
24.5,24.2,16.3,3.4,76.1,38,1,10,14,1
39.1,33.2,19.2,35.3,71.8,35,1,9,5,2
8.6,3.6,5.4,7.4,75.8,22,1,10,14,0
44.3,23.4,16.3,10.2,97.4,12,0,6,3,1
35.6,20.2,16.6,15.9,95.5,22,1,6,1,1
18.9,11.8,17.9,8.6,44.7,18,0,12,3,0
97.2,108.3,19.9,39.5,100.0,22,1,7,1,2
15.1,1.7,24.6,5.7,82.7,28,1,7,17,1
39.0,38.3,20.8,6.7,81.2,32,1,7,11,1
47.8,30.7,19.3,8.6,77.1,25,1,6,7,1
22.3,5.6,28.6,8.9,87.3,12,0,7,4,0
24.1,9.7,20.5,5.8,76.8,15,1,8,1,0
79.7,44.6,19.1,36.9,81.3,28,1,9,1,2
76.1,83.2,26.7,60.7,79.9,22,1,6,7,2
69.7,94.5,29.2,19.2,84.7,15,0,6,16,2
20.9,19.6,24.5,44.8,87.3,28,1,7,16,1
20.2,27.6,19.3,8.2,77.9,25,1,9,20,2
0.1,0.0,17.1,6.2,62.0,12,1,3,4,0
21.4,42.4,11.4,4.6,68.1,15,0,10,8,0
1.3,6.2,5.0,2.8,61.0,22,1,4,12,0
0.5,17.7,23.4,9.3,45.7,25,1,12,0,0
19.8,8.2,18.4,70.0,79.3,38,1,8,3,1
15.7,19.0,19.9,36.7,88.8,25,1,7,15,1
24.8,32.6,23.9,13.2,96.1,18,0,8,16,1
16.2,20.5,14.1,13.7,88.2,25,1,10,2,1
0.8,0.0,11.3,16.1,62.8,18,1,1,5,0
37.1,29.6,18.3,5.5,95.7,30,1,9,0,1
22.5,18.5,19.3,17.0,84.0,10,1,7,7,1
8.5,16.1,15.9,2.6,72.9,22,1,1,3,0
150.0,96.3,20.8,15.6,97.9,25,1,6,9,2
8.5,1.7,14.7,16.6,78.0,28,1,1,2,0
16.9,25.6,18.9,31.1,97.9,25,1,7,0,1
13.6,25.7,21.8,9.3,95.8,8,1,6,6,1
56.7,84.3,17.7,8.0,97.4,18,0,8,7,2
22.4,28.0,18.2,23.7,78.2,25,1,8,0,1
1.0,0.0,8.3,19.8,44.2,28,1,1,17,1
18.0,25.1,21.4,18.4,91.1,22,1,6,0,1
34.0,43.8,18.9,12.9,81.3,35,1,9,7,2
7.6,8.6,22.8,4.6,74.3,12,0,12,11,0
3.0,0.0,24.0,47.8,78.2,8,0,2,8,0
1.8,0.0,20.2,13.0,69.3,8,0,3,3,0
92.8,120.0,19.2,35.3,86.4,18,0,9,4,2
102.2,95.8,20.8,38.4,88.8,28,1,9,12,2
37.3,60.4,19.4,31.1,85.9,12,0,8,1,1
6.4,4.2,5.0,48.8,62.3,18,0,11,17,1
24.9,30.9,29.3,69.3,73.9,32,1,9,6,2
12.6,12.1,24.1,25.2,80.8,18,1,9,5,0
1.9,0.0,30.4,6.7,78.0,12,0,12,2,0
15.3,9.7,19.4,21.1,87.6,18,0,6,11,1
73.5,99.4,31.1,18.6,68.4,32,1,7,14,2
2.4,0.8,15.8,7.8,39.7,22,1,4,3,0
74.5,75.0,18.1,8.1,89.9,30,1,6,4,2
8.6,13.3,5.0,7.8,75.5,18,0,3,3,0
